ID,FEMALE,MALE,ETHBLACK,ETHHISP,ETHWHITE,AGE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCDO,SINGLE,MARRIED,DIVORCED,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,ASVAB01,ASVAB02,ASVAB03,ASVAB04,ASVAB05,ASVAB06,ASVABC,HEIGHT,WEIGHT85,WEIGHT02,SM,SF,SIBLINGS,LIBRARY,POV78,EXP,EARNINGS,HOURS,TENURE,COLLBARG,CATGOV,CATPRI,CATSE,URBAN,REGNE,REGNC,REGW,REGS
3246,0,1,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,58,53,50,47,55,48,51.903408,70,198,198,12,8,1,0,0,22.788462,13.27,42,1.1730769,0,0,1,0,1,1,0,0,0
5461,0,1,0,0,1,37,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,34,34,28,26,23,27,29.821222,68,135,170,7,4,7,0,0,17.134615,18.66,58,4.5769229,1,0,1,0,0,0,0,0,1
11829,0,1,1,0,0,39,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,22,38,25,29,29,32,32.002178,68,175,280,11,12,7,1,1,20.038462,9.1999998,40,.057692308,0,0,1,0,1,0,0,0,1
5527,0,1,0,0,1,42,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,30,38,28,29,20,39,32.820038,64,125,115,8,8,1,0,0,20.076923,8.5,45,5.7307692,0,0,1,0,0,0,0,0,1
4776,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,43,39,38,44,41,40.998627,72,185,210,10,8,4,0,1,17.76923,13.5,50,8.8269234,0,0,1,0,1,0,1,0,0
4586,0,1,0,0,1,37,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,56,65,54,50,53,43,60.354614,72,155,235,13,8,2,1,1,17.442308,26.5,37,2.3269231,0,0,1,0,1,0,0,1,0
5420,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,56,62,56,59,62,50,61.717712,76,195,210,12,12,3,0,0,17.26923,33.209999,55,15.961538,0,0,1,0,1,0,1,0,0
1174,0,1,0,0,1,42,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,62,66,59,56,55,61,63.89867,71,165,180,14,11,2,1,,20.01923,69.230003,50,15.423077,1,0,1,0,0,0,0,0,1
3857,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,58,66,57,59,58,45,64.171288,71,155,165,12,12,6,1,,16.826923,30.620001,40,16.461538,0,0,1,0,1,0,1,0,0
2122,0,1,0,0,1,43,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,43,33,32,20,29,37.727192,71,204,207,10,10,2,0,0,15.326923,9.8000002,50,12.769231,0,0,1,0,0,0,0,0,1
5625,0,1,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,60,50,54,53,50,54,52.993885,70,215,220,11,12,3,1,0,18.576923,17.5,42,.96153843,0,0,1,0,1,0,0,0,1
486,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48,46,44,56,43,46,48.904594,68,145,195,12,14,2,1,0,19.23077,42.299999,50,3.8653846,0,0,0,1,1,0,1,0,0
4430,0,1,0,0,1,39,15,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,54,61,57,56,58,47,60.627235,76,225,260,9,11,4,1,0,14.365385,22.110001,40,3.1346154,0,0,1,0,0,0,0,1,0
686,0,1,0,0,1,38,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,56,53,60,53,61,55,56.26532,72,175,190,12,12,2,1,0,13.326923,21.629999,40,.26923078,0,0,1,0,1,0,1,0,0
4166,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,50,55,56,59,46,43,57.901039,71,180,168,12,12,1,0,,20.596153,11.81,55,10.730769,0,0,1,0,1,0,0,0,1
959,0,1,0,0,1,42,14,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,58,66,57,62,54,55,64.989151,74,180,190,15,16,3,0,0,18.961538,39.91,53,7.5,0,0,1,0,1,0,1,0,0
1500,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,50,42,52,38,25,35,43.99744,73,160,200,6,9,1,1,0,22.26923,21,42,23.153847,0,0,1,0,0,0,0,0,1
3196,0,1,0,0,1,43,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,58,55,54,50,62,66,54.902222,66,150,152,12,12,4,1,0,23.365385,19.59,52,17.288462,0,0,1,0,1,1,0,0,0
3693,0,1,0,0,1,39,9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,50,45,46,47,41,44,46.451015,74,162,172,14,14,2,1,0,21.096153,25,40,1.6730769,0,0,1,0,1,0,0,0,1
457,0,1,0,0,1,42,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,64,58,56,59,44,45,59.536755,69,175,195,15,14,2,1,0,19.096153,19.23,50,8.7307692,0,0,1,0,1,1,0,0,0
3141,0,1,0,0,1,40,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,62,65,61,59,62,61,64.71653,74,200,225,12,14,2,1,0,14.307693,33.650002,40,2.2307692,0,0,1,0,1,1,0,0,0
2365,0,1,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,46,47,39,53,37,56,47.268875,73,193,260,12,12,3,1,0,22.75,15.5,40,7.5576925,0,0,1,0,1,0,0,0,1
189,0,1,0,0,1,43,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,54,58,51,56,46,50,57.355801,74,170,183,10,12,2,1,,13.480769,66.139999,45,2.2692308,0,0,1,0,1,0,0,0,1
3680,0,1,0,0,1,39,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,56,62,56,59,32,54,61.717712,73,170,210,16,14,1,0,0,12.884615,15.81,45,2.3846154,0,0,1,0,1,0,1,0,0
3229,0,1,0,0,1,38,20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,62,50,55,59,52,47,54.902222,68,145,185,14,16,1,1,,11.730769,48.07,40,2.8461537,0,0,1,0,1,0,0,1,0
2516,0,1,0,0,1,40,12,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,60,59,50,53,52,56,56.810562,71,210,230,12,12,3,1,,22.423077,17.299999,40,3.1730769,0,0,1,0,0,0,1,0,0
2460,0,1,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,62,51,54,44,44,52,51.085548,72,230,265,12,6,3,1,0,20.692308,10.2,40,13.769231,0,0,1,0,0,0,1,0,0
4008,0,1,1,0,0,44,13,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,38,40,39,32,31,48,37.727192,68,155,190,16,16,2,1,0,21.98077,22.75,55,6.3269229,1,0,1,0,1,0,0,0,1
155,0,1,0,0,1,38,9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,56,40,51,47,52,51,45.087917,69,165,185,12,12,3,1,0,19.461538,20.83,60,.1923077,0,0,1,0,1,1,0,0,0
11846,0,1,0,1,0,39,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,32,35,34,38,37,40,35.273613,70,168,189,6,9,3,1,0,6.2115383,16.42,40,.36538461,0,0,1,0,1,0,0,1,0
5067,0,1,0,0,1,39,16,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,46,57,44,59,62,54,55.720081,72,190,187,12,14,2,1,,16.903847,44.709999,40,16.057692,0,0,1,0,0,0,0,0,1
3168,0,1,0,0,1,44,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,68,65,60,59,54,39,64.443909,71,168,180,14,16,3,1,0,1.7884616,37.110001,43,1.7884616,0,1,0,0,1,0,0,0,1
4623,0,1,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,47,31,29,39,37,38.545048,72,150,170,12,10,1,1,0,12.576923,25,40,1.2115384,0,0,1,0,1,0,0,1,0
3866,0,1,0,0,1,43,18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,58,65,56,56,61,67,62.535572,75,187,225,12,12,1,1,0,17.76923,16.530001,45,2.9423077,0,0,1,0,1,0,0,0,1
1885,1,0,0,0,1,42,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,52,49,57,56,55,54,54.084366,64,120,135,12,12,2,0,0,13.557693,17.620001,24,18.75,0,0,1,0,1,1,0,0,0
4054,1,0,0,0,1,41,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42,40,44,47,51,38,43.179581,64,118,148,14,15,4,1,0,18.461538,21,36,19.038462,0,1,0,0,1,0,0,0,1
4925,1,0,0,0,1,41,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,58,49,60,59,60,45,55.720081,68,129,172,12,16,7,1,,22.884615,19.5,50,2.7692308,0,0,0,1,0,0,0,0,1
174,1,0,0,1,0,42,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42,49,54,53,50,53,52.448647,65,116,148,13,12,1,1,0,22.48077,20.620001,40,14.634615,0,0,1,0,1,1,0,0,0
883,1,0,0,0,1,37,15,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,46,54,52,53,53,47,54.629604,64,130,170,16,16,6,1,0,14.634615,25,40,.65384614,0,0,0,1,1,0,1,0,0
2918,1,0,0,0,1,44,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,52,50,55,59,57,47,54.902222,66,135,155,10,12,6,1,,19.942308,12.5,20,3.4038463,0,0,1,0,1,1,0,0,0
12097,1,0,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,42,39,48,50,53,59,44.542679,67,125,129,12,11,5,0,0,21.403847,22.190001,24,14.75,0,1,0,0,1,0,0,1,0
1539,1,0,0,0,1,44,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,52,46,60,62,55,55,54.902222,64,107,119,12,10,3,1,1,19.615385,14.53,40,5.0576925,0,0,1,0,1,0,0,1,0
1385,1,0,1,0,0,38,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,46,47,44,47,44,36,46.996254,60,105,136,12,10,4,1,0,17.557692,19.23,40,4.6538463,0,0,1,0,1,0,0,0,1
1155,1,0,1,0,0,40,14,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,36,39,38,44,60,58,40.180767,60,178,236,12,12,3,1,0,20.403847,20.870001,40,19.903847,0,0,1,0,1,0,0,0,1
5478,1,0,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,62,51,59,53,52,54,54.902222,63,240,400,9,10,0,0,0,21.365385,9.1999998,40,13.826923,0,1,0,0,0,0,0,0,1
1727,1,0,0,0,1,38,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38,43,33,41,46,51,40.180767,63,100,126,12,12,10,1,0,17.576923,38.459999,45,1.0384616,0,0,1,0,1,0,0,1,0
5189,1,0,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,46,57,53,44,50,51.630787,62,178,220,4,9,2,1,0,7.8269229,9,40,5.8653846,0,0,1,0,2,0,0,1,0
2272,1,0,1,0,0,41,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,52,47,52,59,52,54,52.448647,65,135,133,12,12,1,1,0,9.1923075,25.91,40,.23076923,1,0,1,0,1,0,0,0,1
5315,1,0,0,0,1,42,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,52,45,60,56,52,58,52.721268,67,117,135,16,12,4,1,0,8.8461542,11.25,24,4.9423075,0,0,1,0,0,0,1,0,0
1598,1,0,0,0,1,38,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,42,54,51,47,56,60,52.721268,64,130,200,10,12,1,1,0,12.057693,13,40,.90384614,1,1,0,0,1,0,0,1,0
12066,1,0,0,0,1,42,14,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,40,46,51,44,29,50,47.541496,67,165,190,12,12,5,1,1,1.1538461,6,32,.76923078,0,0,1,0,1,0,1,0,0
1799,1,0,0,0,1,38,13,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44,50,44,50,53,52,49.449833,68,125,148,13,12,2,1,0,12.192307,24.030001,50,17.115385,1,1,0,0,1,0,0,1,0
3754,1,0,0,0,1,40,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,50,61,57,56,58,60,60.627235,61,126,145,9,8,3,1,0,21.615385,14.75,40,2.5384614,0,0,1,0,1,0,1,0,0
1787,1,0,0,0,1,39,17,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38,46,44,50,47,56,47.268875,64,135,126,12,12,3,1,0,12.961538,22.59,40,8.5961542,0,0,1,0,1,0,0,1,0
5283,1,0,0,0,1,41,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,36,36,43,38,33,37,38.27243,65,122,140,13,13,4,1,1,12.653846,6,40,7.3269229,0,0,1,0,0,0,1,0,0
839,1,0,1,0,0,42,15,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,44,31,35,38,32,34,33.365276,65,118,170,12,10,1,1,0,13.903846,9.6099997,40,2.8076923,0,0,1,0,1,0,0,0,1
3243,1,0,0,0,1,44,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,54,55,57,53,62,44,56.537941,62,140,155,14,15,1,1,0,21.307692,9.6099997,50,21.153847,0,0,1,0,0,1,0,0,0
11848,1,0,1,0,0,40,16,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,50,42,52,56,52,54,48.904594,65,140,176,12,12,4,0,1,12.5,11.48,36,.34615386,0,1,0,0,0,0,0,0,1
491,1,0,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42,45,33,29,52,34,37.999809,65,240,180,12,11,3,1,0,20.615385,30.549999,36,.42307693,0,0,1,0,1,0,0,0,1
254,1,0,0,0,1,41,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,56,66,59,59,62,65,64.71653,64,120,130,11,8,4,1,0,19.288462,13.02,38,16.76923,1,0,1,0,1,1,0,0,0
3537,1,0,0,0,1,44,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,48,42,56,56,39,32,49.995071,68,120,130,12,14,4,1,0,23.153847,16,35,14.615385,0,0,1,0,1,0,1,0,0
11886,1,0,0,0,1,44,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66,53,61,62,55,56,58.991516,65,110,125,12,12,2,1,0,19.423077,10,40,1.5961539,0,0,1,0,1,0,1,0,0
11834,1,0,0,0,1,43,9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,50,38,41,41,31,47,39.635529,69,250,210,9,12,4,1,0,21.365385,7.23,38,.88461536,1,0,1,0,1,0,0,0,1
816,1,0,0,0,1,44,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,46,38,55,62,52,66,49.177212,64,105,109,12,12,2,1,0,10.038462,7.25,14,.096153848,0,0,1,0,1,0,1,0,0
4037,1,0,0,0,1,38,15,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,52,55,60,62,49,47,59.809376,66,110,141,12,12,2,1,0,13.519231,11.83,52,.84615386,1,0,1,0,1,0,0,0,1
1005,1,0,0,0,1,43,12,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,48,50,39,53,47,38,48.904594,64,129,135,12,12,5,1,0,15.096154,10.5,30,1.9230769,0,0,1,0,1,0,1,0,0
2706,1,0,0,1,0,40,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,34,36,35,35,41,44,35.273613,62,103,140,0,0,8,0,1,15.903846,11.5,45,4.2692308,0,0,1,0,1,0,0,0,1
4645,1,0,0,1,0,44,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,56,54,55,56,54,54,56.26532,65,145,140,12,10,2,1,0,14.403846,18.33,30,5.5192308,0,0,1,0,0,0,0,1,0
4417,1,0,0,1,0,40,10,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30,39,29,23,55,52,32.002178,62,134,165,6,6,6,1,1,13.461538,15,40,13.923077,0,0,1,0,1,0,0,1,0
1778,1,0,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48,54,46,53,61,52,52.993885,65,118,175,12,15,3,1,0,9.9807692,7.5,40,.01923077,0,0,1,0,1,0,0,1,0
1980,1,0,0,0,1,43,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44,38,39,50,47,51,41.543865,64,127,120,9,12,3,1,0,9.8846149,3.3299999,30,.63461536,0,0,1,0,1,0,1,0,0
1599,1,0,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48,53,56,53,54,46,55.174843,63,115,167,11,12,1,1,0,21.173077,15.11,20,.71153843,0,1,0,0,1,0,0,1,0
4219,1,0,0,0,1,40,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,52,38,47,47,52,54,42.906963,62,189,165,7,11,1,0,1,20.403847,15.78,40,19.538462,0,1,0,0,0,0,0,0,1
327,1,0,0,0,1,44,16,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,64,64,61,56,49,61,63.353432,69,140,170,15,16,3,1,0,20.442308,10.75,45,2.5,0,0,1,0,0,1,0,0,0
11797,1,0,1,0,0,38,14,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,42,38,51,38,41,26,41.543865,69,160,270,15,18,3,1,1,10,17.73,30,2.0769231,1,0,1,0,1,0,1,0,0
2948,1,0,0,0,1,45,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,62,59,59,56,62,63,60.081997,64,135,135,15,19,5,1,0,16.653847,9.9700003,27,6.5,1,1,0,0,1,0,1,0,0
1745,1,0,0,0,1,38,17,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,56,57,56,62,62,49,59.809376,64,115,145,16,18,2,1,0,11.711538,31.25,40,15.038462,1,1,0,0,1,0,0,1,0
2680,1,0,0,0,1,41,17,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,52,51,60,59,62,50,56.810562,63,129,125,12,13,1,0,0,16.75,68.910004,40,5.9807692,0,1,0,0,1,0,0,0,1
3413,1,0,0,0,1,44,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,56,65,57,56,59,63,62.808189,65,185,250,12,10,2,1,0,15.326923,13.5,40,5.5961537,0,0,1,0,1,0,1,0,0
4292,1,0,0,0,1,45,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48,54,50,62,52,55,56.537941,67,120,147,13,11,3,1,0,17.038462,17.57,40,14.884615,0,1,0,0,1,0,0,0,1
1110,1,0,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,47,47,50,48,47,48.631973,64,103,106,10,12,5,1,0,4.2692308,7,40,.11538462,0,0,1,0,1,0,0,0,1
5373,1,0,0,0,1,41,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,54,62,60,59,52,56,62.808189,66,128,130,16,16,3,1,0,15.923077,20,25,1.9615384,0,1,0,0,0,0,1,0,0
5482,1,0,1,0,0,42,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,34,34,28,29,28,34,30.639082,63,140,170,12,12,3,0,0,19.903847,10.41,48,3.4807692,1,0,1,0,1,0,0,0,1
5502,1,0,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,42,45,39,44,41,47,43.724819,66,112,135,12,10,1,0,0,20.961538,8.3000002,40,7.0192308,0,0,1,0,0,0,0,0,1
2452,1,0,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,46,40,55,53,46,56,47.814114,62,125,160,10,12,3,1,0,23.557692,12,45,21.153847,0,1,0,0,1,0,1,0,0
12046,1,0,0,0,1,43,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,48,57,59,59,61,67,59.809376,64,120,135,16,20,1,1,0,9.9230766,7.25,15,3.6153846,0,1,0,0,1,0,1,0,0
354,1,0,0,0,1,45,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,58,57,60,53,57,59,58.446278,64,120,133,12,12,4,1,0,17.884615,8.5500002,20,5.6538463,0,0,1,0,1,1,0,0,0
2521,1,0,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42,36,39,38,52,54,37.18195,62,120,160,12,12,4,1,,14.692307,10.21,32,1.8076923,1,1,0,0,1,0,1,0,0
3309,1,0,1,0,0,41,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,60,59,61,59,62,60,61.445091,67,135,214,12,15,3,1,0,14.903846,24.030001,40,2.2307692,0,0,1,0,1,0,0,0,1
2129,1,0,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,43,50,56,51,59,48.904594,65,217,238,10,6,3,0,1,14.980769,7.25,40,1.5384616,0,0,1,0,1,0,0,0,1
4267,1,0,0,0,1,44,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,34,38,44,50,47,54,42.906963,61,230,260,0,1,6,1,0,18.711538,7.5,40,7.0769229,0,1,0,0,0,0,0,0,1
1313,1,0,1,0,0,41,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,34,34,24,26,37,34,28.730743,63,139,208,12,9,1,1,1,6.5961537,8.2600002,18,.01923077,0,0,1,0,1,0,0,0,1
3475,1,0,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,44,36,38,41,44,60,37.727192,65,140,155,14,12,2,1,1,17.51923,10.89,45,8.0192308,1,1,0,0,1,0,1,0,0
1730,1,0,0,0,1,44,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,58,58,61,53,60,60,59.264137,58,120,180,12,12,4,1,0,16.192308,24.030001,38,2.1153846,0,0,1,0,1,0,0,1,0
5037,1,0,0,0,1,43,14,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,49,50,50,53,54,50.54031,72,160,220,14,16,2,1,0,23.096153,7.79,37,15.038462,0,1,0,0,1,0,0,0,1
1623,1,0,0,0,1,42,17,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,68,66,60,62,49,54,65.807007,67,235,300,16,16,1,1,0,18.192308,7.5,15,14.307693,0,0,0,1,1,0,0,1,0
5014,1,0,0,0,1,38,10,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,40,34,35,32,46,50,33.365276,67,122,170,12,11,0,1,,8.1538458,9,40,.36538461,0,0,1,0,0,0,0,0,1
2946,1,0,0,0,1,38,16,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,50,59,54,56,57,59,58.718899,67,125,165,12,12,3,1,0,11.980769,26.92,40,5.6346154,0,0,1,0,1,1,0,0,0
4103,1,0,0,0,1,43,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,48,47,55,53,57,55,51.630787,62,115,170,10,8,5,1,0,23.115385,16.58,40,5.5,0,1,0,0,1,0,0,0,1
5450,1,0,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,32,42,42,35,28,39,40.453384,66,115,130,7,7,3,1,0,18.615385,11.5,20,4.5384617,0,0,1,0,0,0,0,0,1
2242,1,0,0,0,1,44,15,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,58,49,55,56,56,55,53.539127,60,200,220,12,9,3,0,0,18.865385,19.440001,45,1.2884616,0,1,0,0,0,0,0,0,1
5264,1,0,0,0,1,45,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28,42,26,29,53,43,34.455757,63,170,250,0,8,3,0,0,21.653847,21.25,40,18.923077,1,1,0,0,1,0,0,1,0
1394,1,0,0,0,1,42,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,52,54,54,62,58,58,57.628418,66,120,132,11,10,4,1,0,17.096153,23,40,14.730769,0,1,0,0,1,0,0,0,1
43,1,0,0,0,1,41,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,46,34,35,35,41,47,34.183136,64,140,205,10,9,2,1,1,10.596154,6.5,20,.51923078,0,0,1,0,1,1,0,0,0
4585,1,0,0,0,1,40,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,54,64,51,50,60,57,58.991516,64,145,190,14,10,2,1,0,12.5,12,33,5.5,0,0,1,0,1,0,0,1,0
2211,1,0,1,0,0,41,12,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,38,39,35,47,48,56,40.180767,68,169,225,11,12,5,1,1,22.98077,10.79,48,21.153847,1,0,1,0,1,0,0,0,1
1775,1,0,0,1,0,38,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38,45,43,44,57,32,44.8153,60,105,125,9,10,1,1,0,5.1730771,12.27,40,4.8653846,0,1,0,0,1,0,0,0,1
1071,1,0,1,0,0,40,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,34,38,26,47,32,44,37.18195,62,160,179,10,10,3,1,0,8.8653851,6.75,20,6.75,0,0,1,0,1,0,0,0,1
1087,1,0,0,0,1,39,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66,66,61,62,50,54,66.079628,64,115,107,16,18,2,1,0,8.1538458,23.07,10,9.1538458,0,1,0,0,1,0,1,0,0
2103,1,0,0,0,1,45,13,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,56,43,54,56,54,56,49.995071,64,131,113,10,10,8,1,0,23.423077,12,36,22.173077,1,1,0,0,0,0,1,0,0
11905,1,0,0,0,1,42,15,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48,53,47,50,50,54,51.903408,66,190,190,8,8,4,1,1,16.711538,16.02,60,2.1346154,0,0,1,0,1,0,0,1,0
648,1,0,0,0,1,38,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,44,43,44,53,62,55,46.451015,62,106,130,12,17,1,1,0,12.384615,10,40,.11538462,0,0,1,0,1,0,1,0,0
3546,1,0,1,0,0,38,15,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,46,47,50,47,47,47,48.631973,62,115,183,12,11,4,1,0,15.615385,20.879999,58,2.0769231,0,0,1,0,1,0,1,0,0
1240,1,0,0,0,1,38,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,62,61,57,50,53,50,58.991516,69,185,200,12,12,1,1,0,9.8846149,21.15,40,1.5384616,0,0,1,0,0,0,0,0,1
5488,1,0,0,0,1,44,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,40,39,38,35,53,45,37.727192,60,117,138,6,13,3,1,0,14.730769,5.4000001,35,4.0961537,0,0,1,0,0,0,0,0,1
2299,1,0,0,0,1,45,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,62,66,61,59,62,63,65.261765,64,127,148,16,16,5,1,0,19.134615,16.15,50,22.26923,1,1,0,0,0,0,0,0,1
4034,1,0,0,0,1,42,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,50,53,50,62,62,62,55.992702,65,121,145,12,12,5,1,0,23.461538,15.38,40,23.115385,0,0,1,0,0,0,0,0,1
5301,1,0,0,0,1,39,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,62,51,61,62,54,65,57.901039,60,100,126,12,12,2,1,0,17.461538,19.6,32,15.711538,0,0,1,0,1,0,0,0,1
5305,1,0,0,0,1,40,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,42,45,35,44,61,56,42.634342,59,95,135,12,9,3,1,1,6.0384617,7.25,45,.94230771,0,0,1,0,0,0,1,0,0
